Title;l1Num;QID;Labels
I study the interplay between stochastic dependence and causal relations within the setting of Bayesian networks and in terms of information theory. The application of a recently defined causal information flow measure provides a quantitative refinement of Reichenbach's common cause principle.;2;[1668116, 12029, 277521, 617332, 812540, 1071233, 131222, 166142, 750449, 3417382, 211364, 25218814];['Interplay', 'addiction', 'relation', 'setting', 'Bayesian network', 'terminal emulator', 'information theory', 'application', 'flow', 'refinement', 'principle', 'Reichenbach']
For most scheduling problems the set of machines is fixed initially and remains unchanged for the duration of the problem. Recently online scheduling problems have been investigated with the modification that initially the algorithm possesses no machines;2;[2271896, 36161, 11019, 2341537, 759676, 2271896, 1087043, 8366, 11019];['scheduling', 'set', 'machine', 'duration', 'task', 'scheduling', 'modding', 'algorithm', 'machine']
This paper describes an approach to generalized Bernoulli polynomials in higher dimensions by using Clifford algebras. Due to the fact that the obtained Bernoulli polynomials are special hypercomplex holomorphic (monogenic) functions in the sense of Clifford Analysis;2;[11472, 21162272, 2346201, 4440864, 674689, 188572, 2346201, 11348, 173253, 5133083];['paper', 'means', 'Bernoulli polynomials', 'dimension', 'Clifford algebra', 'fact', 'Bernoulli polynomials', 'function', 'sense', 'Clifford analysis']
We will consider models of the spread of disease or opinion through social networks;2;[486902, 1472481, 12136, 3962655, 2715623];['mathematical model', 'spread', 'disease', 'opinion', 'social network']
We consider the problem of locating a circle with respect to existing facilities in the plane such that the sum of weighted distances between the circle and the facilities is minimized;2;[759676, 17278, 28510, 4688921, 197, 218005, 126017, 17278, 4688921];['task', 'circle', 'respect', 'Affiliated institution', 'airplane', 'sum', 'distance', 'circle', 'Affiliated institution']
A secret sharing scheme is a protocol by which a dealer distributes a secret among a set of participants in such a way that only qualified sets of them can reconstruct the value of the secret whereas any non-qualified subset of participants obtain no information at all about the value of the secret. Secret sharing schemes have always played a very important role for cryptographic applications and in the construction of higher level cryptographic primitives and protocols. In this paper we investigate the construction of efficient secret sharing schemes by using a technique called hypergraph decomposition;2;[959962, 702761, 43845, 1503443, 36161, 17641254, 36161, 194112, 1503443, 177646, 11028, 194112, 1503443, 959962, 214339, 166142, 385378, 246593, 16843666, 702761, 11472, 385378, 959962, 21162272, 339062];['diagram', 'standard operating procedure', 'businessperson', 'secrecy', 'set', 'Andrew John Henry Way', 'set', 'value', 'secrecy', 'subset', 'information', 'value', 'secrecy', 'diagram', 'role', 'application', 'construction', 'cryptographic primitive', 'Higher Level', 'standard operating procedure', 'paper', 'construction', 'diagram', 'means', 'decomposition']
In this paper some exact expressions for the first and second Zagreb indices of graph operations containing the Cartesian product;2;[11024, 11472, 1435, 1028355, 173740];['communication', 'paper', 'Zagreb', 'graph operation', 'Cartesian product']
It has been known that every planar 4-graph has a 2-bend 2-D orthogonal drawing;2;[17514, 93184];['graffiti', 'drawing']
For a connected graph G=(V;2;[17514];['graffiti']
It is well known that the two graph invariants;2;[722659];['graph property']
We present here a pricing model which is an extension of the Cooperative Game concept and which includes a notion of Price-Dependent Demand. We present some existence results as well as some algorithms;2;[486902, 184148, 151885, 595523, 5255021, 468777, 8366];['mathematical model', 'plug-in', 'concept', 'notion', 'Demand', 'existence', 'algorithm']
Modeling the dynamic behaviour of biochemical systems at a molecular level aims at understanding and predicting the interactions of macromolecules inside the cell. Models of small subsystems based on differential equations not only prepare the way for the long-term goal of understanding a whole cell;2;[9332, 58778, 207988, 46744, 1665869, 178593, 209440, 4044426, 11214, 17641254, 4503831, 209440];['behavior', 'system', 'spirit level', 'understanding', 'interaction', 'macromolecule', 'electrochemical cell', 'Models', 'differential equation', 'Andrew John Henry Way', 'goal', 'electrochemical cell']
To understand the stochastic behavior of biological systems;2;[9332, 30336093];['behavior', 'biological system']
The eigenspace structure for a given nxn concave Monge matrix in a max-plus algebra is described. Based on the description;2;[6671777, 44337, 3968, 18028904, 1200750];['structure', 'matrix', 'algebra', 'MAX', 'description']
A b-coloring is a coloring of the vertices of a graph such that each color class contains a vertex that has a neighbor in all other color classes. El-Sahili and Kouider have conjectured that every d-regular graph with girth at least 5 has a b-coloring with d+1 colors. We show that the Petersen graph infirms this conjecture;2;[1304193, 17514, 1075, 26401, 6684320, 1075, 27955792, 826467, 959831, 8805, 1075, 17514, 319141];['vertex', 'graffiti', 'color', 'vertex', 'The Neighbor', 'color', 'Eleven', 'regular graph', 'girth', 'bit', 'color', 'graffiti', 'conjecture']
We present several new families of (@LxT;2;[12409669];['New Family']
We consider a production planning problem for two items where the high quality item can substitute the demand for the low quality item. Given the number of periods;2;[739302, 859965, 185957, 4402708, 185957, 11563, 172008];['production', 'item', 'quality', 'demand', 'quality', 'number', 'full stop']
"We consider a combinatorial problem motivated by a special simplified timetabling problem for subway networks. Mathematically the problem is to find (pairwise) disjoint congruence classes modulo certain given integers; each such class corresponds to the arrival times of a subway line of a given frequency. For a large class of instances we characterize when such disjoint congruence classes exist and how they may be determined. We also study a generalization involving a minimum distance requirement between congruence classes";2;[759676, 759676, 5503, 759676, 4479242, 12503, 4479242, 11471, 15079663, 11652, 4479242, 1664689, 4479242, 170084, 774228, 4479242];['task', 'task', 'rapid transit', 'task', 'class', 'integer', 'class', 'time', 'rapid transit railway line', 'frequency', 'class', 'instance', 'class', 'generalization', 'requirement', 'class']
An unbordered word is a string over a finite alphabet such that none of its proper prefixes is one of its suffixes. In this paper;2;[625642, 184754, 9779, 362009, 134830, 1964223, 11472];['word', 'string', 'alphabet', 'None', 'prefix', 'name suffix', 'paper']
Threshold group testing first proposed by Damaschke is a generalization of classic group testing. Specifically;2;[468333, 170084, 5611272];['Threshold', 'generalization', 'Group testing']
The use of multileaf collimators (MLCs) is a modern way to realize intensity modulated fields in radiotherapy. An important step in the treatment planning is the shape matrix decomposition: the desired fluence distribution;2;[7901733, 374703, 3859958, 1061524, 190109, 180507, 17525443, 309100, 339062, 200726];['Use', 'Multileaf collimator', 'Modern Way', 'intensity', 'field', 'radiation therapy', 'middle', 'planning', 'decomposition', 'probability distribution']
The procedures studied in this paper originate from a problem posed at the International Mathematical Olympiad in 1986. We present several approaches to the IMO problem and its generalizations. In this context we introduce a ''signed mean value procedure'' and study ''relaxation procedures on graphs''. We prove that these processes are always finite;2;[190686, 11472, 759676, 7983, 21162272, 759676, 170084, 196626, 190686, 28106657, 190686, 17514, 205663];['subroutine', 'paper', 'task', 'International Mathematical Olympiad', 'means', 'task', 'generalization', 'context', 'subroutine', 'model sheet', 'subroutine', 'graffiti', 'process']
In this paper;2;[11472];['paper']
We consider a product X of n finite intervals of integers;2;[185148, 28561969, 40276, 21199, 12503];['real interval', 'XXXTentacion', 'multiplication', 'natural number', 'integer']
An s-graph is a graph with two kinds of edges: subdivisible edges and real edges. A realisation of an s-graph B is any graph obtained by subdividing subdivisible edges of B into paths of arbitrary length (at least one). Given an s-graph B;2;[11574, 180309, 17514, 17514, 21146257, 133346, 133346, 133346, 17146409, 618, 17514, 133346, 618, 817765, 36253, 618];['second', 'hyphen', 'graffiti', 'graffiti', 'type', 'border', 'border', 'border', 'Realisation', 'boron', 'graffiti', 'border', 'boron', 'path', 'length', 'boron']
A set of vertices S in a graph G is independent if no neighbor of a vertex of S belongs to S. A set of vertices U in a graph G is irredundant if each vertex v of U has a private neighbor;2;[36161, 682, 17514, 18373, 6684320, 26401, 682, 36161, 17148194, 1304193, 1098, 17514, 18373, 3711325, 1098, 6684320];['set', 'sulfur', 'graffiti', 'gravitational constant', 'The Neighbor', 'vertex', 'sulfur', 'set', 'S.', 'vertex', 'uranium', 'graffiti', 'gravitational constant', 'speed', 'uranium', 'The Neighbor']
The paper deals with algorithms for applying classical list scheduling to a project scheduling problem where the units of resources are produced or consumed at the occurrence of precedence-related events. It is shown that the feasibility variant of the project scheduling problem is NP-complete. Moreover;2;[11472, 8366, 2271896, 170584, 199, 1554231, 1190554, 10290214, 362031, 170584, 837];['paper', 'algorithm', 'scheduling', 'project', '1', 'resource', 'occurrence', 'event', 'variance', 'project', 'Nepal']
In this paper;2;[11472];['paper']
For integer r>=2;2;[12503];['integer']
We generalize all the results obtained for maximum integer multiflow and minimum multicut problems in trees by Garg;2;[2995644, 12503, 759676, 10884, 21449872];['result', 'integer', 'task', 'tree', 'Garg']
It is shown that the Positivity Problem for a sequence satisfying a third order linear recurrence with integer coefficients;2;[16736785, 133250, 207643, 12503];['Problem', 'sequence', 'linear map', 'integer']
As an extension of the disjoint paths problem;2;[184148, 759676];['plug-in', 'task']
"The bounded edge-connectivity @lk(G) of a connected graph G with respect to k(>=d(G)) is the minimum number of edges in G whose deletion from G results in a subgraph with diameter larger than k and the edge-persistence D^+(G) is defined as @ld(G)(G), where d(G) is the diameter of G. This paper considers the Cartesian product G1xG2, shows @lk""1+k""2(G1xG2)>=@lk""1(G1)+@lk""2(G2) for k1>=2 and k2>=2";2;[28134632, 18373, 28510, 11563, 133346, 650250, 18373, 37221, 37221, 3755540, 11472, 40276];['connectivity', 'gravitational constant', 'respect', 'number', 'border', 'elision', 'gravitational constant', 'diameter', 'diameter', 'G.', 'paper', 'multiplication']
A single round robin tournament (SRRT) consists of n teams and a set of periods. Matches between the teams have to be scheduled such that each team plays against each other team exactly once and each team plays at most once per period. In order to establish fairness among teams;2;[37144, 18040422, 327245, 36161, 172008, 3112819, 327245, 327245, 327245, 327245, 172008, 1473607, 6316865, 327245];['cartridge', 'SRRT', 'team', 'set', 'full stop', 'Match.com', 'team', 'team', 'team', 'team', 'full stop', 'degree of a polynomial', 'justice', 'team']
We present an algorithm which given a source node and a set of n-1 target nodes in the (n;2;[8366, 128751, 36161, 173106];['algorithm', 'source code', 'set', 'network node']
minimum dominating set of queens is one of the typical programming exercises of a first year's computer science course. However;2;[2915204, 139, 80006, 68, 3520896];['Dominating set', 'queen', 'computer programming', 'computer', 'The First Year']
"In this paper two-terminal series-parallel chromatic hypergraphs are introduced and for this class of hypergraphs it is shown that the chromatic polynomial can be computed with polynomial complexity. It is also proved that h-uniform multibridge hypergraphs @q(h;a1,a2";2;[840247, 11472, 4479242, 840247, 1087609, 723897, 862633];['hypergraph', 'paper', 'class', 'hypergraph', 'chromatic polynomial', 'complexity', 'school uniform']
This paper presents a new generalization of the graph multicoloring problem. We propose a Branch-and-Cut algorithm based on a new integer programming formulation. The cuts used are valid inequalities that we could identify to the polytope associated with the model. The Branch-and-Cut system includes separation heuristics for the valid inequalities;2;[11472, 170084, 17514, 8366, 2923671, 1626444, 12503, 283916, 28113351, 747980, 486902, 58778, 2923671, 1626444, 201413, 28113351];['paper', 'generalization', 'graffiti', 'algorithm', 'Branch', 'Cut', 'integer', 'cut', 'inequality', 'polytope', 'mathematical model', 'system', 'Branch', 'Cut', 'heuristic', 'inequality']
An n-partite tournament is an orientation of a complete n-partite graph. In this paper;2;[500834, 2748415, 17514, 11472];['tournament', 'orientability', 'graffiti', 'paper']
"A stable (or independent) set in a graph is a set of pairwise nonadjacent vertices thereof. The stability number@a(G) is the maximum size of stable sets in a graph G. The independence polynomial of G is I(G;x)=@?k=0@a(G)skx^k=s0+s1x+s2x^2+...+s@a(G)x^@a^(^G^)(s0@?1), where sk is the number of stable sets of cardinality k in a graph G";2;[36161, 17514, 36161, 1304193, 403605, 4049983, 1060343, 17514, 3755540, 43260, 18373, 214796, 11563, 1060343, 4049983, 5962, 18373];['set', 'graffiti', 'set', 'vertex', 'stability', 'cardinality', 'independent set', 'graffiti', 'G.', 'polynomial', 'gravitational constant', 'equals sign', 'number', 'independent set', 'cardinality', 'Boltzmann constant', 'gravitational constant']
The recently introduced atom-bond connectivity (ABC) index has been applied up until now to study the stability of alkanes and the strain energy of cycloalkanes. Furtula et al. (2009) [3] obtained extremal ABC values for chemical trees;2;[873506, 11693, 169889, 403605, 41581, 496309, 188862, 222, 172008, 169889, 10884];['index', 'bond', 'American Broadcasting Company', 'stability', 'alkane', 'Strain energy', 'cycloalkane', 'Albania', 'full stop', 'American Broadcasting Company', 'tree']
We study the quantity distance between nodejand nodenin a random tree of sizen chosen from a family of increasing trees. For those subclass of increasing tree families;2;[126017, 10884, 8436, 10884, 212542, 10884];['distance', 'tree', 'family', 'tree', 'inheritance', 'tree']
"An independent set of a graph G is a set of pairwise non-adjacent vertices. Let @a(G) denote the cardinality of a maximum independent set and fs(G) for 0@?s@?@a(G) denote the number of independent sets of s vertices. The independence polynomial I(G;x)=@?i=0^@a^(^G^)fs(G)x^s defined first by Gutman and Harary has been the focus of considerable research recently. Wingard bounded the coefficients fs(T) for trees T with n vertices: (n+1-ss)@?fs(T)@?(n-1s) for s>=2. We generalize this result to bounds for a very large class of graphs, maximal k-degenerate graphs, a class which includes all k-trees. Additionally, we characterize all instances where our bounds are achieved, and determine exactly the independence polynomials of several classes of k-tree related graphs. Our main theorems generalize several related results known before.

#*First-Fit coloring of {P, K-e}-free graphs.
#@Sheshayya A. Choudum,T. Karthick
#t2010
#cDiscrete Applied Mathematics
#index1592430
#%933185
#!We show that given any ordering of the vertices of a {P5";2;[1060343, 18373, 36161, 1304193, 4049983, 1060343, 11563, 1060343, 11574, 43260, 21501922, 5654220, 190909, 42240, 50700, 10884, 21199, 1304193, 3869306, 2995644, 4479242, 17514, 17514, 4479242, 5962, 180309, 1664689, 864930, 43260, 4479242, 5962, 65943, 2995644, 5455379, 17514, 674, 703, 4821839, 21473990, 278485, 11229, 33521, 14953108, 1304193, 214314];['independent set', 'gravitational constant', 'set', 'vertex', 'cardinality', 'independent set', 'number', 'independent set', 'second', 'polynomial', 'Gutman', 'Harary', 'focus', 'research', 'coefficient', 'tree', 'natural number', 'vertex', 'N+1', 'result', 'class', 'graffiti', 'graffiti', 'class', 'Boltzmann constant', 'hyphen', 'instance', 'Bound', 'polynomial', 'class', 'Boltzmann constant', 'theorem', 'result', 'Fit', 'graffiti', 'phosphorus', 'potassium', 'Aulus', 'Titus', 'hashtag', 'percent', 'applied mathematics', 'collation', 'vertex', 'Pentium']
The traditional Generalized Assignment Problem (GAP) seeks an assignment of customers to facilities that minimizes the sum of the assignment costs while respecting the capacity of each facility. We consider a nonlinear GAP where;2;[5532462, 420822, 315364, 852835, 4688921, 218005, 315364, 491774, 4688921, 420822];['Generalized assignment problem', 'Gap, Inc.', 'transfer', 'customer', 'Affiliated institution', 'sum', 'transfer', 'tonnage', 'Affiliated institution', 'Gap, Inc.']
A digraph D is a union of quasi-transitive digraphs if its arcs can be partitioned into sets A1 and A2 such that the induced subdigraph D[Ai](i=1,2) is quasi-transitive. Let D be an m-colored asymmetric union of quasi-transitive digraphs such that every chromatic class is completely included in D[Ai] for some i=1;2;[336286, 178790, 28602, 36161, 888603, 336286, 178790, 4479242];['defender', 'trade union', 'Aramaic language', 'set', 'A2 road', 'defender', 'trade union', 'class']
The interlace polynomialq was introduced by Arratia;2;[6046828];['interlace']
Rank-width is a structural graph measure introduced by Oum and Seymour and aimed at better handling of graphs of bounded clique-width. We propose a formal mathematical framework and tools for easy design of dynamic algorithms running directly on a rank-decomposition of a graph (on contrary to the usual approach which translates a rank-decomposition into a clique-width expression;2;[2572622, 17514, 13534653, 1998315, 620591, 17514, 1101814, 271680, 39546, 82604, 8366, 56019, 17514, 21162272, 56019, 11024];['Rank', 'graffiti', 'Oum', 'Seymour', 'apotropaic magic', 'graffiti', 'Clique-width', 'software framework', 'tool', 'design', 'algorithm', 'military rank', 'graffiti', 'means', 'military rank', 'communication']
In this paper we analyze ternary bicooperative games;2;[11472, 11410];['paper', 'game']
Using polyhedral combinatorics and graph theory results;2;[8348314, 131476];['polyhedral combinatorics', 'graph theory']
In this paper;2;[11472];['paper']
In the early 1980s;2;[34644];['1980s']
In this paper;2;[11472];['paper']
The Tree Augmentation Problem (TAP) is: given a tree T=(V;2;[127332, 208232, 10884];['Charlotte Brontë', 'TAP Air Portugal', 'tree']
A set H of disjoint faces of a plane bipartite graph G is a resonant pattern if G has a perfect matching M such that the boundary of each face in H is an M-alternating cycle. An elementary result was obtained [Discrete Appl. Math. 105 (2000) 291-311]: a plane bipartite graph is 1-extendable if and only if every face forms a resonant pattern. In this paper we show that for a 2-extendable plane bipartite graph;2;[556, 37017, 18373, 2083958, 18373, 160669, 133346, 37017, 556, 11442, 2995644, 3208293, 395, 172008, 174733, 37017, 2083958, 11472, 197];['hydrogen', 'face', 'gravitational constant', 'pattern', 'gravitational constant', 'Mach number', 'border', 'face', 'hydrogen', 'bicycle', 'result', 'La Discrète', 'mathematics', 'full stop', 'bipartite graph', 'face', 'pattern', 'paper', 'airplane']
This paper deals with problems on non-oriented edge-colored graphs. The aim is to find a route between two given vertices s and t. This route can be a walk;2;[11472, 759676, 17514, 4503831, 34442, 1304193, 21473990, 34442, 587180];['paper', 'task', 'graffiti', 'goal', 'road', 'vertex', 'Titus', 'road', 'base on balls']
This article describes the experiences of five universities in using the Personal Software Process (PSP) to teach software engineering concepts in a variety of contexts. It also contains suggestions and techniques for introducing the PSP into a university curriculum. The article's objective is to encourage and guide other academics that might consider introducing the PSP in their own software engineering courses. Additionally;3;[103184, 282250, 3918, 1702721, 170325, 7397, 3329375, 196626, 690194, 21162272, 170325, 3918, 3880557, 103184, 3400985, 170325, 7397];['article', 'qualia', 'university', 'Personal software process', 'PlayStation Portable', 'software', 'language variety', 'context', 'suggestion', 'means', 'PlayStation Portable', 'university', 'objective', 'article', 'academic', 'PlayStation Portable', 'software']
Researchers at Telcordia Technologies and the State University of New York;3;[16968515, 7695688, 49210, 60];['Researcher', 'iconectiv', 'New York University', 'New York City']
This paper describes the reengineering of a Sandia National Laboratories legacy system for managing engineering drawings/documentation that has evolved over the past 30 years. The approach used natural language information modeling and a 4GL language to understand;3;[11472, 445962, 788790, 1788588, 577, 21162272, 315, 315];['paper', 'legacy system', 'documentation', 'engineering drawing', 'year', 'means', 'language', 'language']
Two techniques that analyze prediction accuracy and enhance predictive power of a software reliability model are presented. The u-plot technique detects systematic differences between predicted and observed failure behavior;3;[21162272, 272035, 10350689, 7397, 21162272, 4658963, 9332];['means', 'accuracy and precision', 'predictive power', 'software', 'means', 'cadency', 'behavior']
Software has become a major cost;3;[7554175, 240673];['Software', 'cost']
The authors argue that current work on integrated project support environments (IPSEs) is based on an inappropriate view of integration;3;[482980, 42213, 6042939, 1329910, 80091];['author', 'work', 'Integrated Project Support Environment', 'view', 'integral']
Allowing a user to interact with dynamically changing graphical representations of algorithms or data structures may help in teaching;3;[278368, 959962, 8366, 42848];['user', 'diagram', 'algorithm', 'data']
Software development organizations continually make decisions on how to select;3;[43229, 732833];['organization', 'decision']
A component-based software engineering workshop at the 20th International Conference on Software Engineering discussed the current state of components. The authors synthesize these perspectives and ideas into a coherent discussion of how components are reshaping SE practices. A component-based system requires an infrastructure for communication and collaboration. Roger Sessions' sidebar on component middleware examines the Microsoft MTS and OMG Corba infrastructure technologies. David Chappell addresses the fundamental architectural issue of transactions in his sidebar;3;[7397, 18504, 80993, 3505845, 11653, 482980, 20978643, 131841, 11653, 34, 58778, 121359, 11024, 1145523, 2880842, 550632, 146768, 2283, 121359, 41370, 86447, 601401, 2880842];['software', 'National League', 'software engineering', 'state', 'electronic component', 'author', 'point of view', 'idea', 'electronic component', 'Sweden', 'system', 'infrastructure', 'communication', 'collaboration', 'sidebar', 'Roger Sessions', 'middleware', 'Microsoft', 'infrastructure', 'David', 'issue', 'trade', 'sidebar']
The authors describe CODE (computation-oriented display environment);3;[482980, 40387612, 5290];['author', 'CODE University of Applied Sciences', 'computer monitor']
As the use of commercial technology and products in systems becomes increasingly popular;3;[7901733, 11016, 40276, 58778];['Use', 'technology', 'multiplication', 'system']
Operations in today's large corporations are usually supported by complex software infrastructures that involve hundreds or thousands of software systems.Companies frequently need to redesign their software infrastructures in response to marketplace changes in the. This article describes the Enterprise Navigator;3;[3033529, 167037, 130838, 7397, 313354, 43016, 2429814, 2915810, 7397, 7315950, 330284, 103184, 369987];['Operation', 'corporation', 'Today', 'software', 'hundred', '1000', 'software system', 'Company', 'software', 'response', 'marketplace', 'article', 'USS Enterprise']
When imperative (value- or state-oriented) programming and logical (relation-oriented) programming are combined into a single language;3;[80006, 80006, 315];['computer programming', 'computer programming', 'language']
Based on actual experience;3;[282250];['qualia']
The RSL couples a passive database with interactive design tools to make reuse an integral part of the software development process.;3;[391353, 8513, 17008971, 7401, 2904257];['Real Salt Lake', 'database', 'Design tool', 'part', 'software development process']
The authors consider the user of modern functional languages;3;[482980, 278368, 193076];['author', 'user', 'functional programming']
The architecture for the Global Command and Control System's new common operating environment will comprise several modern architectural concepts currently used in complex;3;[12271, 2713600, 5165841, 2371533, 5570585, 151885];['architecture', 'operating environment', 'Control System', 'The Command', 'Global', 'concept']
The design of the SVR4/MP multiprocessing system with fine-grained locking is discussed. SVR4/MP scales efficiently to eight processors under a database transaction processing workload and typical multiuser benchmarks. In developing SVR4/MP;3;[82604, 11005, 661609, 11005, 1466064, 8513, 816747, 11005];['design', 'House of Commons', 'Locking', 'House of Commons', 'processor', 'database', 'benchmark', 'House of Commons']
One of the key issues in Model Driven Architecture is model mapping--that is;3;[86447, 15188241, 486902];['issue', 'model-driven architecture', 'mathematical model']
Most businesses outside the software-engineering community;3;[4830453, 11023];['business', 'engineering']
Defect causal analysis offers a simple;3;[7754, 48428626];['mathematical analysis', 'Alexander Kostyliev']
The authors describe three tactical approaches to reducing intensive collaboration;3;[482980, 21162272, 1145523];['author', 'means', 'collaboration']
The use of the COTS acronym can be a convenience;3;[7901733, 101244, 5166129];['Use', 'acronym', 'Convenience']
Attention is given to the problems that arise during the testing and debugging cycle of concurrent programs because of their nondeterministic execution behavior;3;[29581389, 759676, 1003030, 11442, 40056, 9332];['Attention', 'task', 'test', 'bicycle', 'computer program', 'behavior']
The interactive implementation of this hash function algorithm presents several examples of large lexicon design;3;[245962, 8366, 12335479, 82604];['implementation', 'algorithm', 'template', 'design']
In recent years;3;[577];['year']
We present an experimental software system to design;3;[2429814];['software system']
A system is described that integrates timed Petri nets and queueing networks to model complex;3;[58778, 724168, 6042555, 141488, 486902];['system', 'Petri net', 'InteGrate', 'graph', 'mathematical model']
A model for industry-sponsored academic software research tha helps the sponsor gain tangible results quickly but respects the university's research mission is presented. Central to the model is joint effort to achieve a win-win situation for all participants. The key is the relationship between the university's principal investigator and the company's visiting scholar. The principal investigator initiates research contracts and is responsible for research results but;3;[486902, 7397, 172747, 152478, 2995644, 42240, 3918, 486902, 14536140, 50000, 23445, 223642, 7245082, 3918, 2248623, 783794, 7245082, 42240, 42240];['mathematical model', 'software', 'ث', 'sponsor', 'result', 'research', 'university', 'mathematical model', 'exertion', 'victory', 'black', 'interpersonal relationship', 'principal investigator', 'university', 'scholar', 'company', 'principal investigator', 'research', 'research']
The concept of postnormal science is meant to challenge how science is used today in attacking complex;3;[151885, 336, 336, 130838, 238156];['concept', 'science', 'science', 'Today', 'coordination complex']
Risk management in maintenance differs in major ways from risk management in development. Risk opportunities are more frequent;3;[189447, 1043452, 17641254, 189447, 1395034, 12541];['risk management', 'maintenance', 'Andrew John Henry Way', 'risk management', 'new product development', 'Risk']
Predicting software engineering trends is difficult because of the wide range of factors involved and the complexity of their interactions. In an earlier article;3;[7397, 182995, 760170, 723897, 1665869, 103184];['software', 'kitchen stove', 'enumerated type', 'complexity', 'interaction', 'article']
An organizational framework for integrated CASE development and research that is based on the reference model for integrated software-engineering environments being developed by the NIST and the European Computer Manufacturers Association is proposed. Services defined in the reference model permit three forms of integration: data integration;3;[271680, 1395034, 42240, 356674, 11023, 176691, 837335, 3479121, 356674, 183252, 80091, 386824];['software framework', 'new product development', 'research', 'reference model', 'engineering', 'National Institute of Standards and Technology', 'Ecma International', 'Service', 'reference model', 'morphology', 'integral', 'data integration']
Developed to take advantage of the facilities of today's powerful personal workstations;3;[4686406, 4688921, 192525, 130838];['advantage', 'Affiliated institution', 'workstation', 'Today']
Effective software testing before release is crucial for product success. Based on a new metric and an associated methodology for in-process validation of test-case effectiveness;3;[15618492, 24238946, 40276, 865746, 185698, 359176, 205663, 8188561];['software testing tool', 'liberation', 'multiplication', 'metric function', 'methodology', 'validation', 'process', 'letter case']
The Expert System Builder;3;[45165];['System of a Down']
This article describes an introductory course for an undergraduate computing student. This course aims to integrate data structures and software engineering. In addition to requiring students to complete several varied assignments;3;[103184, 1962728, 179310, 1962728, 175263, 80993, 32043, 48282, 315364];['article', 'course', 'computing', 'course', 'data structure', 'software engineering', 'addition', 'student', 'transfer']
The authors provide a general picture of current research in distributed debugging. Rather than an exhaustive survey of the area;3;[482980, 478798, 42240, 7257997, 11500];['author', 'image', 'research', 'survey', 'area']
The key to applying computer-aided software engineering to the maintenance and enhancement of existing systems lies in applying reverse-engineering approaches. However;3;[23445, 80993, 1043452, 58778, 11023];['black', 'software engineering', 'maintenance', 'system', 'engineering']
An engineering process is only as good as its ability to meet market needs. In the evangelical world of software process models;3;[10843872, 1347367, 37654, 16502, 7397];['engineering process', 'capability', 'market', 'world', 'software']
Extraction of the structural and;3;[19878146, 936724];['Extraction', 'structural type system']
An algorithm for making sequential programs parallel is described;3;[8366, 40056];['algorithm', 'computer program']
This article presents the results of a 2002 survey on industry adoption of software review technologies. The study offers two important insights. First;3;[103184, 2995644, 7257997, 8148, 7397, 28106657, 1553259];['article', 'result', 'survey', 'industry', 'software', 'model sheet', 'insight']
When organizations make many improvements con-currently;3;[43229, 21255975];['organization', 'improvement']
The development of application generators;3;[1395034, 166142];['new product development', 'application']
The unique features of a software product line organization challenge the conventional definition of project management. Among those features are different project types;3;[42139305, 7397, 101072, 179012, 42139305, 190087];['feature', 'software', 'definition', 'project management', 'feature', 'data type']
As designers struggle to develop Web applications in Web time, they are under the added pressure of delivering usability. This author describes her company's successful transformation to user-driven processes for designing e-commerce applications. She also offers strategies for introducing human factors methods into a reluctant development organization.;3;[5322166, 189210, 466, 39552, 216378, 482980, 461499, 783794, 205663, 82435, 185451, 760170, 43229];['designer', 'web application', 'World Wide Web', 'pressure', 'usability', 'author', 'transformation', 'company', 'process', 'e', 'strategy', 'enumerated type', 'organization']
Eight common misconceptions of software quality are examined and refuted. The concept of cleanroom engineering of software is introduced. Cleanroom engineering achieves intellectual control by applying rigorous;3;[25345174, 1412670, 151885, 11023, 7397, 11023, 11175];['common misconception', 'software quality', 'concept', 'engineering', 'software', 'engineering', 'circumflex']
Different methodologies are inevitable;3;[185698];['methodology']
An approach to having compilers do most of the implementation detail work in programming that divides a program into two parts is described. The specification part describes what the program should do;3;[21162272, 47506, 42213, 80006, 40056, 7401, 2101564, 40056];['means', 'compiler', 'work', 'computer programming', 'computer program', 'part', 'specification', 'computer program']
The combinatorial design method substantially reduces testing costs. The authors describe an application in which the method reduced test plan development from one month to less than a week. In several experiments;3;[2292993, 240673, 482980, 166142, 1395034, 190686, 5151, 23387, 101965];['design method', 'cost', 'author', 'application', 'new product development', 'subroutine', 'month', 'week', 'experiment']
Conventional wisdom in the software industry decrees that it's good practice to conduct a postmortem study at the end of each project. Some would even suggest that this is not just a useful undertaking;3;[2646525, 880371, 334600, 28106657, 5375780, 170584, 48701870];['conventional wisdom', 'software industry', 'practice', 'model sheet', 'end', 'project', 'Undertaking']
For Web sites to be usable for a global audience;3;[35127, 211198];['website', 'audience']
The educational needs of the C-130J Software Factory are as diverse as the roles of the C-130J aircraft itself;3;[190258, 7554203, 214339, 11436];['need', 'Software Factory', 'role', 'aircraft']
Several issues and problems exist for software process improvement application. According to the authors' experiences;3;[86447, 759676, 7397, 282250, 482980];['issue', 'task', 'software', 'qualia', 'author']
The authors provide experienced-based risk management guidelines from a highly successful distributed command-and-control project that uses several innovative risk management practices.;3;[482980, 104493, 170584, 2390977, 11175, 104493];['author', 'risk', 'project', 'language proficiency', 'circumflex', 'risk']
